mno_town_center|去 街 上 转 转 。 
mno_town_center_door|去 镇 广 场 。 
mno_town_tavern|去 酒 馆 。 
mno_town_tavern_door|进 入 酒 馆 。 
mno_town_merchant|与 商 人 交 谈 。 
mno_town_merchant_door|进 入 商 店 。 
mno_town_arena|进 入 竞 技 场 {s1}。 
mno_town_arena_door|进 入 竞 技 场 。 
mno_town_dungeon|永 无 可 能 ： 进 入 地 牢 。 
mno_town_dungeon_door|地 牢 大 门 。 
mno_castle_inspect|视 察 城 堡 。 
mno_castle_inspect_door|去 城 堡 内 部 。 
mno_town_enterprise|访 问 你 的 {s3}。 
mno_town_enterprise_door|你 的 工 厂 大 门 。 
mno_visit_lady|尝 试 拜 访 一 位 女 士 。 
mno_visit_lady_door|花 园 大 门 。 
mno_trade_with_merchants|去 市 场 （ 会 见 行 会 会 长 ） 。 
mno_walled_center_manage|管 理 这 个 {reg0?城 镇 :城 堡 }。 
mno_walled_center_move_court|移 都 到 这 里 。 
mno_castle_station_troops|管 理 {s10}驻 军 
mno_castle_sort_troops|整 理 驻 军 。 
mno_castle_wait|在 这 里 休 息 一 会 儿 {s1}。 
mno_town_leave|离 开 … … 
mno_town_leave_door|离 开 此 地 。 
mno_town_cheat|作 弊 菜 单 … … 
menu_town_cheat|选 择 作 弊 项 目 ： 
mno_cheat_tournament|作 弊 ： 开 始 竞 技 大 会 。 
mno_cheat_town_relation|作 弊 ： 增 加 你 与 城 镇 的 关 系 。 
mno_cheat_town_start_siege|作 弊 ： 围 攻 {reg6?城 镇 :城 堡 }… … 
mno_town_alley|测 试 ： 巷 战 地 图 。 
mno_castle_cheat_town_exterior|测 试 ： 外 部 地 图 。 
mno_castle_cheat_dungeon|测 试 ： 监 狱 地 图 。 
mno_center_reports|测 试 ： 查 看 报 告 。 
mno_sail_from_port|作 弊 ： 乘 船 。 
mno_remove_ships|作 弊 ： 移 除 所 有 的 船 。 
mno_show_distance|测 试 ： 显 示 距 离 。 
mno_back_to_town_menu|返 回 。 
menu_town_meeting|你 想 要 见 谁 ？ 
menu_cannot_enter_court|领 主 大 厅 里 正 举 行 宴 会 ， 但 你 的 身 份 地 位 不 足 以 获 邀 入 内 。 或 许 提 高 声 望 能 让 你 获 得 入 场 资 格 — — 或 者 你 也 可 以 尝 试 在 宴 会 期 间 的 竞 技 大 会 中 崭 露 头 角 。 
menu_lady_visit|你 想 要 拜 访 谁 呢 ？ 
mno_visit_lady_1|拜 访 {s12}
mno_visit_lady_2|拜 访 {s12}
mno_visit_lady_3|拜 访 {s12}
mno_visit_lady_3_door|花 园 大 门 。 
mno_visit_lady_4|拜 访 {s12}
mno_visit_lady_5|拜 访 {s12}
mno_visit_lady_6|拜 访 {s12}
mno_visit_lady_7|拜 访 {s12}
mno_visit_lady_8|拜 访 {s12}
menu_town_tournament_lost|你 在 竞 技 大 会 中 被 淘 汰 了 。 {s8}
menu_town_tournament_won|你 在 {s3}的 竞 技 大 会 中 获 得 了 优 胜 ！ 听 到 周 围 的 人 们 高 呼 着 你 的 名 字 ， 你  满 怀 自 豪 。 除 了 荣 誉 、 名 声 和 光 辉 ， 你 还 获 得 了 {reg9}第 纳 尔 的 奖 金 。 {s8}
menu_town_tournament_won_by_another|作 为 当 日 最 终 的 胜 利 的 {reg3?人 :人 }， {s1}赢 得 了 该 场 竞 技 大 会 的 奖 金 以 及 荣 誉 。 
menu_town_tournament|{s1}你 现 在 处 于 竞 技 大 会 中 的 第 {reg0}轮 ， 现 在 还 剩 有 {reg1}名 参 与 者 。 下 一 轮 中 ， 将 会 有 {reg2}队 ， 其 中 每 队 有 {reg3}{reg4?人 :人 }参 加 战 斗 。 
mno_tournament_view_participants|查 看 参 赛 者 名 单 。 
mno_tournament_bet|为 自 己 下 注 。 
mno_tournament_join_next_fight|参 加 下 一 轮 战 斗 。 
mno_leave_tournament|从 竞 技 大 会 中 退 出 。 
menu_tournament_withdraw_verify|你 确 认 要 从 竞 技 大 会 中 退 出 吗 ？ 
mno_tournament_withdraw_yes|是 的 ， 这 徒 劳 无 益 。 
mno_tournament_withdraw_no|不 ， 只 要 还 有 一 丝 机 会 胜 利 ！ 
menu_tournament_bet|现 在 的 比 率 是 {reg5}比 {reg6}。 {reg1?你 已 经 在 自 己 身 上 下 了 {reg1}第 纳 尔 的 赌 注 ， 如 果 你 获 得 优 胜 的 话 ， 你 将 会 赢 得 {reg2}第 纳 尔 。 :}你 还 想 再 赌 多 少 ？ 
mno_bet_100_denars|100第 纳 尔 。 
mno_bet_50_denars|50第 纳 尔 。 
mno_bet_20_denars|20第 纳 尔 。 
mno_bet_10_denars|10第 纳 尔 。 
mno_bet_5_denars|5第 纳 尔 。 
menu_tournament_bet_confirm|如 果 你 下 {reg1}第 纳 尔 的 赌 注 的 话 ， 在 你 获 得 优 胜 时 ， 你 将 会 赢 得 {reg2}第 纳 尔 。 这 样 可 以 吗 ？ 
mno_tournament_bet_accept|可 以 。 
mno_tournament_bet_cancel|算 了 。 
menu_tournament_participants|你 从 一 位 传 令 官 那 里 打 听 到 了 这 场 竞 技 大 赛 中 参 与 者 的 名 单 。 他 们 是 :^{s11}
menu_collect_taxes|队 员 中 最 高 交 易 技 能 为 {reg2}级 ， 由 此 {reg3?你 预 期 :{s1}预 期 }需 要 {reg4}天 来 完 成 征 税 … … 
mno_start_collecting|开 始 征 税 。 
mno_collect_later|待 会 再 说 。 
menu_collect_taxes_complete|你 从 {s3}征 收 了 {reg3}第 纳 尔 的 税 款 。 {s19}期 待 你 把 这 些 钱 带 去 给 他 。 
menu_collect_taxes_rebels_killed|你 行 动 果 断 、 武 力 强 大 ， 成 功 镇 压 了 叛 乱 。 任 何 想 叛 反 你 的 人 将 会 忌 惮 并 再 三 考 虑 的 。 
menu_collect_taxes_failed|叛 乱 爆 发 前 ， 你 仅 从 {s3}征 得 {reg3}第 纳 尔 的 税 。{s1} 必 定 不 满 ， 但 有 些 银 钱 总 比 一 无 所 获 好 … … 
menu_collect_taxes_revolt_warning|{s3}的 人 民 对 你 的 征 税 要 求 愤 怒 不 已 ， 斥 之 为 强 取 豪 夺 。 如 果 你 继 续 压 迫 他 们 ， 他 们 将 准 备 起 来 反 抗 。 
mno_continue_collecting_taxes|无 视 抗 议 ， 继 续 征 税 。 
mno_halve_taxes|同 意 减 半 税 款 。 （ {s1}也 许 会 不 满 ）。 
menu_collect_taxes_revolt|当 你 在 {s3}收 取 税 款 的 时 候 ， 突 然 看 见 一 大 群 愤 怒 的 {reg9?农 民 :居 民 }挥 舞 着 火 把 和 武 器 逼 近 ， 高 呼 税 赋 苛 刻 ， 显 然 准 备 与 你 决 战 ！ 
menu_train_peasants_against_bandits|队 员 中 最 高 训 练 技 能 为 {reg2}级 ， 由 此 {reg3?你 预 期 :{s1}预 期 }需 要 {reg4}小 时 来 进 行 理 论 讲 解 ， 使 这 些 农 民 变 成 英 勇 的 战 士 。 在 这 期 间 他 们 将 会 学 到 战 斗 的 基 本 知 识 以 及 如 何 去 沉 着 冷 静 地 应 对 一 切 战 斗 。 
mno_make_preparation|训 练 他 们 。 
mno_train_later|待 会 再 说 。 
menu_train_peasants_against_bandits_ready|你 教 导 农 民 士 兵 基 本 技 能 、 纪 律 和 服 从 ， 你 认 为 他 们 中 的 {reg0}人 {reg1?已 经 :已 经 }完 全 地 掌 握 了 训 练 的 内 容 ， {reg1?他 们 :他 }可 以 进 行 实 战 演 练 了 。 
mno_peasant_start_practice|开 始 实 战 演 练 。 
menu_train_peasants_against_bandits_training_result|{s0}
menu_train_peasants_against_bandits_attack|当 你 准 备 继 续 训 练 的 时 候 ， 村 庄 的 警 卫 向 你 奔 来 ， 呼 喊 着 告 急 。 那 些 强 盗 已 经 出 现 在 视 野 里 ， 正 向 {s3}急 驰 而 来 。 村 落 长 老 恳 求 你 组 织 新 训 练 的 民 兵 抵 御 敌 人 。 
mno_peasants_against_bandits_attack_resist|准 备 开 战 吧 ！ 
menu_train_peasants_against_bandits_attack_result|{s9}
menu_train_peasants_against_bandits_success|这 些 强 盗 被 击 溃 了 ！ 那 些 还 活 着 的 和 意 识 还 清 醒 的 都 夹 着 尾 巴 逃 跑 了 ， 他 们 惧 怕 这 些 农 民 和 他 们 的 新 教 官 。 经 历 劫 难 后 ， 村 民 几 乎 一 无 所 有 ， 但 仍 拿 出 能 找 到 的 一 切 以 表 感 激 。 
menu_disembark|想 上 岸 吗 ？ 
menu_ship_reembark|想 上 船 吗 ？ 
mno_reembark_yes|是 的 。 
mno_reembark_no|不 。 
menu_center_reports|镇 名 ： {s1}^ 租 金 收 入 ： {reg1}第 纳 尔 ^ 税 收 ： {reg2}第 纳 尔 ^ 食 物 储 备 ： 供 应 {reg3}日 
mno_to_price_and_productions|报 告 价 格 与 产 品 。 
menu_price_and_production|产 品 有 ： ^（ 提 示 ： 基 础 的 / 原 材 料 加 工 而 来 的 / 材 料 加 工 并 加 以 修 饰 的 )^{s1}^^价 格 因 素 有 ： ^{s2}
menu_town_trade|你 向 市 场 走 去 。 
mno_meet_with_guild_master|会 见 行 会 会 长 。 
mno_assess_prices|评 估 当 地 物 价 。 
mno_trade_with_arms_merchant|与 武 器 商 人 交 易 。 
mno_trade_with_armor_merchant|与 盔 甲 商 人 交 易 。 
mno_trade_with_horse_merchant|与 马 匹 贩 子 交 易 。 
mno_trade_with_goods_merchant|与 杂 货 商 人 交 易 。 
menu_town_trade_assessment_begin|你 偶 然 听 到 了 一 些 关 于 物 品 价 格 的 情 报 。 ^你 细 细 聆 听 ， 试 图 找 到 最 优 惠 的 交 易 机 会 。 
menu_town_trade_assessment|队 员 中 最 高 交 易 技 能 为 {reg2}级 ， {reg3?你 尝 试 算 出 利 润 最 高 的 商 品 :{s1}尝 试 算 出 利 润 最 高 的 商 品 }。 {s2}
menu_sneak_into_town_suceeded|假 装 成 穿 着 破 烂 的 朝 圣 者 ， 你 骗 过 了 守 卫 ， 顺 利 的 混 入 城 里 。 
menu_sneak_into_town_caught|在 你 尝 试 溜 进 去 时 ， 一 名 守 卫 发 现 了 你 并 摇 响 了 警 报 ！ 你 必 须 在 所 有 守 卫 都 开 始 搜 捕 你 之 前 从 大 门 逃 出 去 。 
mno_sneak_caught_fight|杀 出 一 条 血 路 ！ 
mno_sneak_caught_surrender|投 降 。 
menu_sneak_into_town_caught_dispersed_guards|你 轻 易 的 甩 掉 了 守 卫 ， 消 失 在 街 道 的 深 处 。 
menu_sneak_into_town_caught_ran_away|你 杀 开 一 条 血 路 终 于 夺 关 而 走 ， 迅 速 逃 到 了 郊 外 的 安 全 地 带 。 {s11}
menu_enemy_offer_ransom_for_prisoner|{s2}想 用 {reg12}第 纳 尔 与 你 交 换 {s1}。 
mno_ransom_accept|接 受 这 个 提 议 。 
mno_ransom_reject|拒 绝 这 个 提 议 。 
menu_training_ground|你 走 近 一 片 训 练 场 ， 在 这 里 可 以 练 习 武 艺 。 你 想 进 行 哪 种 训 练 ？ 
mno_camp_trainer|和 教 练 交 谈 。 
mno_camp_train_melee|近 战 对 练 。 
mno_camp_train_archery|射 击 练 习 。 
mno_camp_train_mounted|骑 术 练 习 。 
menu_training_ground_selection_details_melee_1|你 想 要 同 时 面 对 几 个 对 手 ？ 
mno_camp_train_melee_num_men_1|一 个 。 
mno_camp_train_melee_num_men_2|二 个 。 
mno_camp_train_melee_num_men_3|三 个 。 
mno_camp_train_melee_num_men_4|四 个 。 
menu_training_ground_selection_details_melee_2|选 择 你 的 {reg1}号 对 手 ： 
mno_training_ground_selection_details_melee_random|随 机 选 择 。 
menu_training_ground_selection_details_mounted|你 想 要 用 哪 种 武 器 进 行 训 练 ？ 
mno_camp_train_mounted_details_1|单 手 武 器 。 
mno_camp_train_mounted_details_2|长 柄 武 器 。 
mno_camp_train_mounted_details_3|弓 箭 。 
mno_camp_train_mounted_details_4|飞 刀 。 
menu_training_ground_selection_details_ranged_1|你 想 要 用 哪 种 远 程 武 器 进 行 训 练 ？ 
mno_camp_train_ranged_weapon_bow|弓 箭 。 
mno_camp_train_ranged_weapon_crossbow|弩 。 
mno_camp_train_ranged_weapon_thrown|飞 刀 。 
menu_training_ground_selection_details_ranged_2|你 想 要 在 距 标 靶 多 远 的 距 离 练 习 ？ 
mno_camp_train_ranged_details_1|10码 。 
mno_camp_train_ranged_details_2|20码 。 
mno_camp_train_ranged_details_3|30码 。 
mno_camp_train_ranged_details_4|40码 。 
mno_camp_train_ranged_details_5|50码 。 
mno_camp_train_ranged_details_6|60码 。 
mno_camp_train_ranged_details_7|70码 。 
menu_training_ground_description|{s0}
menu_training_ground_training_result|{s7}{s2}
menu_marshall_selection_candidate_ask|{s15}马 上 要 为 {s23}选 择 一 个 元 帅 。 一 些 领 主 提 名 让 你 做 候 选 人 。 
mno_marshall_candidate_accept|让 {s15}知 道 你 愿 意 担 任 元 帅 。 
mno_marshall_candidate_reject|告 诉 大 家 你 近 日 事 务 繁 忙 。 
menu_captivity_avoid_wilderness|整 个 世 界 在 你 眼 前 一 黑 。 几 个 小 时 过 后 你 恢 复 了 意 识 ， 发 现 你 自 己 躺 在 你 倒 下 的 地 方 。 你 的 敌 人 一 定 以 为 你 死 了 ， 才 把 你 留 在 原 地 。 不 论 怎 样 ， 似 乎 你 身 上 的 伤 没 有 一 处 是 致 命 的 ， 虽 然 你 感 到 很 虚 弱 ， 但 是 你 发 现 你 自 己 还 是 勉 强 可 以 坚 持 站 起 来 行 走 。 你 站 起 来 并 努 力 搜 寻 你 队 伍 里 的 幸 存 者 。 
menu_captivity_start_wilderness|Stub 
menu_captivity_start_wilderness_surrender|Stub 
menu_captivity_start_wilderness_defeat|你 被 敌 人 俘 虏 了 。 
menu_captivity_start_castle_surrender|Stub 
menu_captivity_start_castle_defeat|Stub 
menu_captivity_start_under_siege_defeat|你 被 敌 人 俘 虏 了 。 
menu_captivity_wilderness_taken_prisoner|你 被 敌 人 俘 虏 了 。 
menu_captivity_wilderness_check|Stub 
menu_captivity_end_wilderness_escape|在 被 拖 押 的 痛 苦 日 子 里 ， 你 终 于 抓 住 机 会 ， 从 捕 捉 者 手 中 逃 脱 ！ 
menu_captivity_castle_taken_prisoner|卫 兵 们 迅 速 包 围 了 你 ， 夺 下 了 你 的 武 器 。 一 路 诟 骂 着 将 你 投 入 地 牢 ， 接 下 来 的 囚 禁 有 你 受 的 了 。 
menu_captivity_rescue_lord_taken_prisoner|你 尽 可 能 长 时 间 隐 藏 身 份 ， 但 还 是 被 认 出 ， 这 激 怒 了 那 些 守 卫 。 将 你 狠 揍 一 顿 后 扔 回 牢 房 ， 不 知 何 时 才 能 重 获 自 由 … … 
menu_captivity_castle_check|Stub 
menu_captivity_end_exchanged_with_prisoner|被 囚 多 日 后 ， 抓 你 的 人 用 你 交 换 了 另 一 名 俘 虏 ， 你 终 于 获 释 。 
menu_captivity_end_propose_ransom|你 在 暗 无 天 日 、 潮 湿 阴 冷 的 地 牢 里 度 过 了 无 数 时 日 。 突 然 ， 抓 你 的 人 进 入 牢 房 提 出 交 易 ： 从 你 藏 钱 的 地 方 交 出 {reg5}第 纳 尔 ， 他 们 就 会 放 了 你 。 你 决 定 … … 
mno_captivity_end_ransom_accept|接 受 这 个 建 议 。 
mno_captivity_end_ransom_deny|等 待 更 好 的 机 会 。 
menu_captivity_castle_remain|时 光 流 逝 ， 你 拼 命 忍 受 卫 兵 的 踢 打 诟 骂 ， 目 睹 自 己 因 缺 食 而 日 渐 消 瘦 … … 
menu_kingdom_army_quest_report_to_army|{s8}邀 请 你 一 起 去 参 加 {reg4?她 :他 } 的 远 征 。 你 至 少 需 带 {reg13}名 战 士 与 大 军 会 合 ， 若 人 数 不 足 ， 需 尽 快 征 募 更 多 兵 员 。 
menu_kingdom_army_quest_messenger|{s8}传 话 来 ， 想 与 你 商 议 一 项 任 务 ， 请 你 尽 快 前 往 会 面 。 
menu_kingdom_army_quest_join_siege_order|{s8}派 信 使 来 命 令 你 加 入 对 于 {s9}的 围 攻 。 不 论 付 出 多 大 的 代 价 都 必 须 拿 下 {s9}。 
menu_kingdom_army_follow_failed|你 和 {s8}走 散 了 。 元 帅 认 为 你 可 能 另 有 要 务 ， 不 过 他 对 于 你 的 支 持 还 是 表 示 感 激 。 
menu_invite_player_to_faction_without_center|你 收 到 了 一 份 封 臣 的 邀 请 ！ ^^{s9}的 {s8}派 遣 了 一 个 皇 家 信 使 来 亲 自 递 送 这 份 邀 请 。 你 将 成 为 {s9}的 一 位 诸 侯 ， 从 此 被 人 以 {大 人 / 女 士 }称 呼 ， 但 是 并 没 有 给 予 你 封 地 以 及 额 外 的 头 衔 ， 当 然 作 为 回 报 {s8}要 求 你 宣 誓 对 他 效 忠 并 与 他 一 起 加 入 他 的 远 征 。 虽 然 他 没 有 许 诺 封 地 和 头 衔 ， 如 果 你 不 同 意 这 个 请 求 的 话 他 还 是 会 被 激 怒 的 … … 
mno_faction_accept|接 受 邀 请 ！ 
mno_faction_reject|拒 绝 邀 请 。 
menu_invite_player_to_faction|你 收 到 了 一 份 封 臣 的 邀 请 ！ ^^{s9}的 {s8}派 遣 了 一 个 皇 家 信 使 来 亲 自 递 送 这 份 邀 请 。 你 将 成 为 {s9}的 一 位 诸 侯 ， 从 此 被 人 以 {大 人 / 女 士 }称 呼 ， 但 是 并 没 有 给 予 你 封 地 以 及 额 外 的 头 衔 ， 当 然 作 为 回 报 {s8}要 求 你 宣 誓 对 他 效 忠 并 与 他 一 起 加 入 他 的 远 征 。 他 许 诺 给 你 {s2}的 封 地 和 头 衔 ， 若 你 拒 绝 ， 他 必 然 会 感 到 被 触 怒 … … 
menu_invite_player_to_faction_accepted|如 果 你 想 要 成 为 封 臣 的 话 你 必 须 去 找 {s3}宣 誓 。 {s5}
menu_question_peace_offer|你 收 到 了 一 份 停 战 的 协 议 ^^{s1}发 给 你 一 份 停 战 邀 请 。 你 将 如 何 回 复 ？ 
mno_peace_offer_accept|接 受 
mno_peace_offer_reject|拒 绝 
menu_notification_truce_expired|停 战 协 定 到 期 ^^{s1}和 {s2}之 间 的 停 战 协 定 已 经 到 期 。 
menu_notification_feast_quest_expired|{s10}
menu_notification_sortie_possible|敌 报 ： 已 经 在 {s4}的 城 墙 外 发 现 敌 人 。 {s5}和 其 他 领 主 正 准 备 出 击 。 如 果 愿 意 的 话 你 可 以 加 入 他 们 。 
menu_notification_casus_belli_expired|王 国 未 作 回 应 ^^{s1}未 对 {s2}的 挑 衅 作 出 回 应 ， 这 导 致 {s3}在 {reg4?她 :他 }手 下 好 战 的 属 民 中 威 信 扫 地 … … ^
menu_notification_lord_defects|背 叛 ： {s4}已 经 抛 弃 了 {s5}并 且 加 入 了 {s7}， 并 带 走 了 {reg4?她 :他 }的 封 地 。 
menu_notification_treason_indictment|叛 国 控 告 ^^{s9}
menu_notification_border_incident|边 界 冲 突 ^^ 有 消 息 传 来 ， {s9}。 虽 然 传 言 真 假 未 知 ， 但 有 件 事 是 确 定 的 — — 这 件 看 来 很 小 的 事 件 在 {s4}内 部 已 经 掀 起 轩 然 大 波 ， 使 得 与 {s3}的 战 争 一 触 即 发 … … 
menu_notification_player_faction_active|你 现 已 以 自 己 的 名 义 拥 有 土 地 ， 不 附 属 于 任 何 王 国 。 这 使 你 成 为 自 立 的 君 主 ， 王 庭 暂 时 设 于 {s12}。 然 而 ， 卡 拉 迪 亚 其 他 国 王 的 第 一 反 应 ， 是 把 你 当 做 一 个 威 胁 ， 因 为 若 任 何 新 兴 领 主 都 能 夺 取 王 位 ， 那 么 国 王 的 权 威 无 疑 会 受 到 质 疑 。 ^^此 时 你 或 许 会 觉 得 向 现 有 王 国 效 忠 是 合 理 选 择 。 如 果 你 想 继 续 当 一 个 拥 有 主 权 的 君 王 ， 首 要 任 务 便 是 确 立 独 立 统 治 权 。  可 以 通 过 多 种 方 式 进 行 ， 与 高 贵 家 族 联 姻 、 征 募 新 领 主 、 治 理 领 地 、 与 其 他 国 王 交 涉 ， 或 派 遣 同 伴 执 行 任 务 。 
menu_minister_appoint|无 论 如 何 ， 你 首 先 要 从 你 的 盟 友 当 中 ， 任 命 一 位 首 席 大 臣 ， 来 处 理 国 事 。 不 同 的 盟 友 有 不 同 的 才 能 。 ^你 可 以 随 时 任 命 新 大 臣 ， 也 可 以 通 过 与 大 臣 交 谈 更 改 王 庭 所 在 地 。 
mno_minister_appoint_prev|上 一 页 
mno_minister_appoint_character1|任 命 {s10}
mno_minister_appoint_character2|任 命 {s10}
mno_minister_appoint_character3|任 命 {s10}
mno_minister_appoint_character4|任 命 {s10}
mno_minister_appoint_character5|任 命 {s10}
mno_minister_appoint_character6|任 命 {s10}
mno_minister_appoint_character7|任 命 {s10}
mno_minister_appoint_character8|任 命 {s10}
mno_minister_appoint_character9|任 命 {s10}
mno_minister_appoint_next|下 一 页 
menu_minister_confirm|{s9}正 在 你 {s12}的 大 厅 里 。 你 要 时 时 考 虑 避 免 一 些 未 确 定 的 ， 会 削 弱 你 的 权 力 的 争 议 。 
menu_notification_court_lost|{s12}
menu_notification_player_faction_deactive|你 的 王 国 失 去 了 所 有 的 领 地 。 
menu_notification_player_wedding_day|{s8}想 告 诉 你 ， 将 于 {s10}举 行 的 你 的 婚 礼 ， 已 经 准 备 就 绪 ， 期 待 你 尽 快 出 席 。 
menu_notification_player_kingdom_holds_feast|{s11}
menu_notification_center_under_siege|{s1}被 {s3}的 {s2}围 攻 了 ！ 
menu_notification_village_raided|敌 人 袭 击 了 你 的 领 地 ^^{s1}被 {s3}的 {s2}洗 劫 了 ！ 
menu_notification_village_raid_started|你 的 村 子 正 受 到 袭 击 ！ ^^{s3}的 {s2}正 在 破 坏 {s1}。 
menu_notification_one_faction_left|卡 拉 迪 亚 大 陆 被 一 个 王 国 征 服 了 ^^{s1}击 败 所 有 对 手 ， 建 立 了 一 个 统 一 的 王 国 。 
menu_notification_oath_renounced_faction_defeated|旧 势 力 被 击 败 ^^ 你 赢 得 了 与 {s1}的 战 斗 ！ 这 终 结 了 自 你 宣 誓 叛 离 以 来 的 争 斗  。 
menu_notification_center_lost|领 地 失 陷 ^^ 你 失 去 了 {s1}， 它 落 入 了 {s2}手 中 。 
menu_notification_troop_left_players_faction|叛 变 ！ ^^ {s1}从 {s2}离 开 了 ， 加 入 了 {s3}。 
menu_notification_troop_joined_players_faction|好 消 息 ！ ^^ {s1}从 {s2}离 开 了 ， 加 入 了 {s3}。 
menu_notification_war_declared|宣 战 声 明 ^^{s1}向 {s2}宣 战 ！ 
menu_notification_peace_declared|和 平 协 议 ^^{s1}和 {s2}达 成 了 和 平 协 议 ！ ^{s57}
menu_notification_faction_defeated|阵 营 灭 亡 ^^{s1}不 复 存 在 了 ！ 
menu_notification_rebels_switched_to_faction|成 功 叛 变 ^^ 你 的 叛 变 十 分 成 功 ！ 现 在 你 的 势 力 将 {s12}定 为 {s11}唯 一 的 领 主 。 
menu_notification_player_should_consult|你 的 首 席 大 臣 传 话 称 ， 王 国 中 正 酝 酿 着 问 题 ， 如 果 不 处 理 的 话 会 逐 渐 威 胁 到 你 的 王 权 。 你 必 须 尽 早 与 他 磋 商 一 下 。 
menu_notification_player_feast_in_progress|筹 备 宴 会 ^^ 你 的 夫 人 正 在 {s11}的 大 厅 里 筹 备 宴 会 。 
menu_notification_lady_requests_visit|一 位 老 妇 人 找 到 了 你 的 部 队 ， 给 了 你 手 下 一 封 纯 蜡 密 封 着 的 信 。 地 址 是 写 给 你 的 。 当 你 打 这 封 信 时 ， 发 现 是 {s15}写 来 的 。 内 容 如 下 ：“ 上 次 来 访 ， 相 聚 甚 欢 。 {s14}。 我 现 在 {s10}， {s12}。” 
mno_continue_yes|告 诉 老 妇 人 ， 请 她 回 复 主 人 你 稍 后 即 到 。 
mno_continue_no|告 诉 老 妇 人 ， 请 她 回 复 主 人 你 身 体 不 适  。 
menu_garden|{s12}
mno_nurse_1|跟 着 女 仆 走 
mno_nurse_2|在 泉 水 边 等 待 
menu_kill_local_merchant_begin|你 探 明 你 的 猎 物 并 跟 随 他 转 弯 走 进 了 一 条 背 街 的 巷 子 。 这 将 是 你 袭 击 他 的 最 好 时 机 。 
menu_debug_alert_from_s65|调 试 警 报 ： {s65}
menu_auto_return_to_map|树 桩 
menu_bandit_lair|{s3}
mno_continue_1|进 攻 贼 巢 … … 
mno_leave_no_attack|离 开 … … 
mno_leave_victory|继 续 … … 
mno_leave_defeat|继 续 … … 
menu_notification_player_faction_political_issue_resolved|经 过 和 王 国 贵 族 们 的 商 议 ， {s10}已 经 决 定 授 予 {s12}{s11}。 
menu_notification_player_faction_political_issue_resolved_for_player|经 过 和 王 国 贵 族 们 的 商 议 ， {s10}已 经 决 定 授 予 你 {s11}。 你 可 以 拒 绝 这 项 任 命 ， 但 是 这 也 许 意 味 着 短 时 间 内 你 不 会 再 收 到 其 他 奖 赏 。 {s12}
mno_accept|接 受 任 命 
mno_decline|拒 绝 任 命 
menu_start_phase_3|{s16}^^ 抵 达 {s1}的 旅 馆 的 时 候 ， 你 已 筋 疲 力 尽 ， 倒 头 便 睡 。 但 天 未 亮 你 便 醒 来 ， 满 心 想 探 索 周 遭 环 境 。 你 大 胆 地 走 上 了 无 人 的 街 头 。 突 然 ， 你 听 到 了 一 个 声 音 ， 脖 子 上 的 汗 毛 不 由 得 全 竖 了 起 来 — — 那 是 刀 剑 出 鞘 的 刺 耳 的 声 音 … … 
menu_start_phase_4|{s11}
menu_lost_tavern_duel|{s11}
menu_establish_court|要 将 {s4}设 立 为 王 庭 需 要 稍 作 整 修 。 尤 其 需 要 一 套 工 具 以 及 一 匹 天 鹅 绒 。 部 分 追 随 者 迁 移 至 此 也 需 要 一 些 时 间 。 你 想 继 续 吗 ？ 
mno_establish|将 {s4}设 立 为 王 庭 
menu_notification_relieved_as_marshal|{s4}想 要 通 知 你 ， 王 国 已 无 需 你 担 任 元 帅 一 职 了 。 不 过 ， 在 过 去 的 {reg4} 天 里 你 为 了 国 家 的 利 益 表 现 英 勇 ， 为 了 表 示 对 你 的 感 谢 ， {reg8?她 :他 } 赏 赐 给 你 {reg5}第 纳 尔 。 
menu_mod_menu|MOD菜 单 ： 
mno_mod_options|MOD选 项 … … 
mno_all_items|查 看 所 有 物 品 信 息 。 
mno_all_troops|查 看 所 有 兵 种 信 息 。 
mno_troop_trees|查 看 兵 种 树 。 
mno_relations_report|与 各 阵 营 及 领 主 的 关 系 。 
mno_recruit_all_npcs|作 弊 ： 招 募 所 有 同 伴 。 
mno_show_bandit_lair|作 弊 ： 显 示 所 有 强 盗 巢 穴 。 
mno_force_peace|作 弊 ： 强 制 和 平 … … 
mno_force_war|作 弊 ： 强 制 宣 战 … … 
mno_debug_message_off|测 试 ： 关 闭 DEBUG信 息 
mno_debug_message_on|测 试 ： 打 开 DEBUG信 息 
menu_force_peace|你 想 和 哪 个 国 家 和 平 ？ 
mno_force_peace_faction1|{s5}。 
mno_force_peace_faction2|{s5}。 
mno_force_peace_faction3|{s5}。 
mno_force_peace_faction4|{s5}。 
mno_force_peace_faction5|{s5}。 
mno_force_peace_faction6|{s5}。 
menu_force_war|你 想 向 哪 个 国 家 宣 战 ？ 
mno_force_war_faction1|{s5}。 
mno_force_war_faction2|{s5}。 
mno_force_war_faction3|{s5}。 
mno_force_war_faction4|{s5}。 
mno_force_war_faction5|{s5}。 
mno_force_war_faction6|{s5}。 
